21.996976365482567	21.82673965118355	22.167900202432698	38.42735646762734	21.69803278243145
21.489511191166354	21.90094894188964	21.91031346644322	38.42129980163466	21.971884521190717
22.86488376955977	23.037505349081766	21.34773384500401	38.94826129429779	21.909841100821293
22.463961234805623	22.374844259043204	22.082410069602897	38.70899441714831	22.196104479803214
22.71727656414233	21.83226583768402	22.107707372086782	38.23340931653215	22.90532859015465
22.08223724841631	23.968296986033593	20.692685240109007	39.09477741703178	21.82279344351978
22.827100536877158	23.40908015123219	21.884132652834666	38.791739097050325	21.881490144540585
21.36766384960908	22.4987483618142	22.302508811469032	38.62658030262185	21.075928535013237
22.303588871178395	22.506993847857537	22.590506334072682	38.452143499143105	21.433107687947153
21.014992924721813	20.7406017815531	21.214737382946844	38.31970068128212	21.543730568046133
